premises-FOL,conclusion-FOL,label,premise,hypothesis,count_prem
"∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, chatFeature) → Software(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ AllowToSendTo(x, user, message) → Contain(x, chatFeature))
∀x (SocialMedia(x) ∧ Application(x) → Contain(x, chatFeature) ∨ Contain(x, videoFeature))
∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, videoFeature) → Allow(x, user, uploadVideo))
∀x (SocialMedia(x) ∧ Application(x) ∧ Software(x) → ComputerProgram(x))
∀x (SocialMedia(x) ∧ Application(x) ∧Have(x, highEngagementMetric) → Addictive(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ Addictive(x) → ¬IdealFor(x, preteen))
SocialMedia(tikTok) ∧ Application(tikTok) ∧ ¬IdealFor(tikTok, preteen)","IdealFor(tikTok, preteen) ⊕ ComputerProgram(tikTok)",True,"All social media applications containing chat features are software. 
All social media applications that allow users to send messages to each other have chat features. 
All social media applications have chat features or video features. 
All social media applications that have video features allow users to upload videos. 
All software that is social media applications are computer programs. 
All social media applications that have high engagement metrics are addictive. 
If a social media application is addictive, then it is not ideal for preteens. 
TikTok is a social media application, and it is not ideal for preteens. ",TikTok is either ideal for preteens or a computer program.,8
"∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, chatFeature) → Software(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ AllowToSendTo(x, user, message) → Contain(x, chatFeature))
∀x (SocialMedia(x) ∧ Application(x) → Contain(x, chatFeature) ∨ Contain(x, videoFeature))
∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, videoFeature) → Allow(x, user, uploadVideo))
∀x (SocialMedia(x) ∧ Application(x) ∧ Software(x) → ComputerProgram(x))
∀x (SocialMedia(x) ∧ Application(x) ∧Have(x, highEngagementMetric) → Addictive(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ Addictive(x) → ¬IdealFor(x, preteen))
SocialMedia(tikTok) ∧ Application(tikTok) ∧ ¬IdealFor(tikTok, preteen)","¬Contain(tikTok, chatFeature) ∨ ¬ComputerProgram(tikTok))",False,"All social media applications containing chat features are software. 
All social media applications that allow users to send messages to each other have chat features. 
All social media applications have chat features or video features. 
All social media applications that have video features allow users to upload videos. 
All software that is social media applications are computer programs. 
All social media applications that have high engagement metrics are addictive. 
If a social media application is addictive, then it is not ideal for preteens. 
TikTok is a social media application, and it is not ideal for preteens. ",TikTok is does not have chat features or it is not a computer program.,8
"∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, chatFeature) → Software(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ AllowToSendTo(x, user, message) → Contain(x, chatFeature))
∀x (SocialMedia(x) ∧ Application(x) → Contain(x, chatFeature) ∨ Contain(x, videoFeature))
∀x (SocialMedia(x) ∧ Application(x) ∧ Contain(x, videoFeature) → Allow(x, user, uploadVideo))
∀x (SocialMedia(x) ∧ Application(x) ∧ Software(x) → ComputerProgram(x))
∀x (SocialMedia(x) ∧ Application(x) ∧Have(x, highEngagementMetric) → Addictive(x))
∀x (SocialMedia(x) ∧ Application(x) ∧ Addictive(x) → ¬IdealFor(x, preteen))
SocialMedia(tikTok) ∧ Application(tikTok) ∧ ¬IdealFor(tikTok, preteen)","Contain(tikTok, chatFeature) ⊕ ComputerProgram(tikTok))",False,"All social media applications containing chat features are software. 
All social media applications that allow users to send messages to each other have chat features. 
All social media applications have chat features or video features. 
All social media applications that have video features allow users to upload videos. 
All software that is social media applications are computer programs. 
All social media applications that have high engagement metrics are addictive. 
If a social media application is addictive, then it is not ideal for preteens. 
TikTok is a social media application, and it is not ideal for preteens. ",TikTok either has chat features or is a computer program.,8
"UnincorporatedCommunity(ordinary)
LocatedIn(ordinary, elliotCounty) ∧ On(ordinary, kentuckyRoute32)
LocatedNorthwestOf(ordinary, sandyHook)","∀x (On(x, kentuckyRoute32) → ¬UnincorporatedCommunity(x))",False,"Ordinary is an unincorporated community.
Located within Elliot County, Ordinary is on Kentucky Route 32.
Ordinary is located northwest of Sandy Hook.",There are no unincorporated communities along Kentucky Route 32.,3
"UnincorporatedCommunity(ordinary)
LocatedIn(ordinary, elliotCounty) ∧ On(ordinary, kentuckyRoute32)
LocatedNorthwestOf(ordinary, sandyHook)","∃x (UnincorporatedCommunity(x) ∧ LocatedIn(x, elliotCounty))",True,"Ordinary is an unincorporated community.
Located within Elliot County, Ordinary is on Kentucky Route 32.
Ordinary is located northwest of Sandy Hook.",There is an unincorporated community located in Elliot County.,3
"∀x (At(x, event) ∧ YoungAdult(x) → Like(x, independence))
∀x (At(x, event) ∧ CollegeStudent(x) → YoungAdult(x))
∀x (At(x, event) ∧ YaleStudent(x) → CollegeStudent(x))
∀x (At(x, event) → (YaleStudent(x) ⊕ HarvardStudent(x)))
∀x (At(x, event) ∧ HarvardStudent(x) → Diligent(x))
At(susan, event) ∧ (HarvardStudent(susan) → YoungAdult(susan))
YaleStudent(susan) → ¬Like(susan, independence)","Like(susan, independence) ∧ Diligent(susan)",True,"All young adults at the event like independence.
All college students at the event are young adults.
All Yale students at the event are college students.
Everyone at the event is a Yale student or a Harvard student.
All Harvard students at the event are diligent.
Susan is at the event, and if Susan is a Harvard student, then she is a young adult.
If Susan is a Yale student, then she does not like independence.",Susan likes independence and is diligent.,7
"∀x (At(x, event) ∧ YoungAdult(x) → Like(x, independence))
∀x (At(x, event) ∧ CollegeStudent(x) → YoungAdult(x))
∀x (At(x, event) ∧ YaleStudent(x) → CollegeStudent(x))
∀x (At(x, event) → (YaleStudent(x) ⊕ HarvardStudent(x)))
∀x (At(x, event) ∧ HarvardStudent(x) → Diligent(x))
At(susan, event) ∧ (HarvardStudent(susan) → YoungAdult(susan))
YaleStudent(susan) → ¬Like(susan, independence)","¬(Like(susan, independence) ∧ Diligent(susan))",False,"All young adults at the event like independence.
All college students at the event are young adults.
All Yale students at the event are college students.
Everyone at the event is a Yale student or a Harvard student.
All Harvard students at the event are diligent.
Susan is at the event, and if Susan is a Harvard student, then she is a young adult.
If Susan is a Yale student, then she does not like independence.",Susan is not both diligent and likes independence.,7
"Play(vicDicara, guitar) ∧ Play(vicDicara, bass)
∀x (Music(vicDicara, x) → ¬(x=punk)))
Band(vicDicara, insideOut)","∃x (Band(x, insideOut) ∧ Play(x, bass))",True,"Vic DiCara plays guitar and bass.
The only style of music Vic DiCara plays is punk music.
Vic DiCara played in the band Inside Out.",A musician from Inside Out plays bass.,3
"∀x (ProfessionalAthlete(x) → SpendOn(x, mostOfTheirTime, sports))
∀x (OlympicGoldMedalWinner(x) → ProfessionalAthlete(x))
∀x (FullTimeScientist(x) → ¬SpendOn(x, mostOfTheirTime, sports))
∀x (NobelPhysicsLaureate(x) → FullTimeScientist(x))
SpendOn(amy, mostOfTheirTime, sports) ∨ OlympicGoldMedalWinner(amy)
¬NobelPhysicsLaureate(amy) → ¬OlympicGoldMedalWinner(amy)",¬(FullTimeScientist(amy) ∨ OlympicGoldMedalWinner(amy)),True,"All professional athletes spend most of their time on sports.
All Olympic gold medal winners are professional athletes.
No full-time scientists spend the majority of their time on sports.
All Nobel physics laureates are full-time scientists.
Amy spends the most time on sports, or Amy is an Olympic gold medal winner.
If Amy is not a Nobel physics laureate, then Amy is not an Olympic gold medal winner.",Amy is neither a full-time scientist nor an Olympic gold medal winner.,6
"∀x (ProfessionalAthlete(x) → SpendOn(x, mostOfTheirTime, sports))
∀x (OlympicGoldMedalWinner(x) → ProfessionalAthlete(x))
∀x (FullTimeScientist(x) → ¬SpendOn(x, mostOfTheirTime, sports))
∀x (NobelPhysicsLaureate(x) → FullTimeScientist(x))
SpendOn(amy, mostOfTheirTime, sports) ∨ OlympicGoldMedalWinner(amy)
¬NobelPhysicsLaureate(amy) → ¬OlympicGoldMedalWinner(amy)",¬OlympicGoldMedalWinner(amy) → NobelPhysicsLaureate(amy),False,"All professional athletes spend most of their time on sports.
All Olympic gold medal winners are professional athletes.
No full-time scientists spend the majority of their time on sports.
All Nobel physics laureates are full-time scientists.
Amy spends the most time on sports, or Amy is an Olympic gold medal winner.
If Amy is not a Nobel physics laureate, then Amy is not an Olympic gold medal winner.","If Amy is not an Olympic gold medal winner, then Amy is a Nobel physics laureate.",6
"∀x ((GrownIn(x, benSYard) ∧ RedFruit(x)) → Contain(x, vitaminC))
∀x (GrownIn(x, benSYard) ∧ Is(x, apple) → RedFruit(x))
∀x ((GrownIn(x, benSYard) ∧ Contain(x, vitaminC)) → healthy(x))
∀x ((GrownIn(x, benSYard) ∧ Healthy(x)) → ¬On(x, warningList))
GrownIn(cherry, benSYard)
¬(Healthy(cherry) ∧ Is(cherry, apple)) → RedFruit(cherry)
","Is(cherry, apple)",False,"All red fruits that grow in Ben's yard contain some Vitamin C.
All apples that grow in Ben's yard are red fruits.
All fruits that grow in Ben's yard and contain some Vitamin C are healthy. 
No fruits that grow in Ben's yard and are healthy are on a warning list.
The cherries grow in Ben's yard.
If cherries are not apples and are not healthy, then they are red fruits.",The cherries are apples.,6
"∀x ((GrownIn(x, benSYard) ∧ RedFruit(x)) → Contain(x, vitaminC))
∀x (GrownIn(x, benSYard) ∧ Is(x, apple) → RedFruit(x))
∀x ((GrownIn(x, benSYard) ∧ Contain(x, vitaminC)) → healthy(x))
∀x ((GrownIn(x, benSYard) ∧ Healthy(x)) → ¬On(x, warningList))
GrownIn(cherry, benSYard)
¬(Healthy(cherry) ∧ Is(cherry, apple)) → RedFruit(cherry)
","Contain(cherry, vitaminC) ⊕ On(cherry, warningList)",True,"All red fruits that grow in Ben's yard contain some Vitamin C.
All apples that grow in Ben's yard are red fruits.
All fruits that grow in Ben's yard and contain some Vitamin C are healthy. 
No fruits that grow in Ben's yard and are healthy are on a warning list.
The cherries grow in Ben's yard.
If cherries are not apples and are not healthy, then they are red fruits.",The cherries either contain some amount of vitamin C or are on a warning list.,6
"∀x ((GrownIn(x, benSYard) ∧ RedFruit(x)) → Contain(x, vitaminC))
∀x (GrownIn(x, benSYard) ∧ Is(x, apple) → RedFruit(x))
∀x ((GrownIn(x, benSYard) ∧ Contain(x, vitaminC)) → healthy(x))
∀x ((GrownIn(x, benSYard) ∧ Healthy(x)) → ¬On(x, warningList))
GrownIn(cherry, benSYard)
¬(Healthy(cherry) ∧ Is(cherry, apple)) → RedFruit(cherry)
","On(cherry, warningList) ⊕ RedFruit(cherry)",True,"All red fruits that grow in Ben's yard contain some Vitamin C.
All apples that grow in Ben's yard are red fruits.
All fruits that grow in Ben's yard and contain some Vitamin C are healthy. 
No fruits that grow in Ben's yard and are healthy are on a warning list.
The cherries grow in Ben's yard.
If cherries are not apples and are not healthy, then they are red fruits.",The cherries are either on a warning list or are red.,6
"∀x ((GrownIn(x, benSYard) ∧ RedFruit(x)) → Contain(x, vitaminC))
∀x (GrownIn(x, benSYard) ∧ Is(x, apple) → RedFruit(x))
∀x ((GrownIn(x, benSYard) ∧ Contain(x, vitaminC)) → healthy(x))
∀x ((GrownIn(x, benSYard) ∧ Healthy(x)) → ¬On(x, warningList))
GrownIn(cherry, benSYard)
¬(Healthy(cherry) ∧ Is(cherry, apple)) → RedFruit(cherry)
","BeneficialTo(cherry, people) ⊕ On(cherry, warningList))) → ¬RedFruit(cherry)",False,"All red fruits that grow in Ben's yard contain some Vitamin C.
All apples that grow in Ben's yard are red fruits.
All fruits that grow in Ben's yard and contain some Vitamin C are healthy. 
No fruits that grow in Ben's yard and are healthy are on a warning list.
The cherries grow in Ben's yard.
If cherries are not apples and are not healthy, then they are red fruits.","If the cherries are either healthy or are on a warning list, then they are not red.",6
"∀x ((GrownIn(x, benSYard) ∧ RedFruit(x)) → Contain(x, vitaminC))
∀x (GrownIn(x, benSYard) ∧ Is(x, apple) → RedFruit(x))
∀x ((GrownIn(x, benSYard) ∧ Contain(x, vitaminC)) → healthy(x))
∀x ((GrownIn(x, benSYard) ∧ Healthy(x)) → ¬On(x, warningList))
GrownIn(cherry, benSYard)
¬(Healthy(cherry) ∧ Is(cherry, apple)) → RedFruit(cherry)
","On(cherry, warningList) ⊕ RedFruit(cherry)) → ¬(BeneficialTo(cherry, people) ∧ Contain(cherry, vitaminC)",False,"All red fruits that grow in Ben's yard contain some Vitamin C.
All apples that grow in Ben's yard are red fruits.
All fruits that grow in Ben's yard and contain some Vitamin C are healthy. 
No fruits that grow in Ben's yard and are healthy are on a warning list.
The cherries grow in Ben's yard.
If cherries are not apples and are not healthy, then they are red fruits.","If the cherries are either on a warning list or are red, then they are not healthy and do not contain any amount of vitamin C.",6
"∀x (WorkAt(x, meta) → HighIncome(x))
∀x (HighIncome(x) → ¬MeansToDestination(x, bus))
∀x (MeansToDestination(x, bus) ⊕ MeansToDestination(x, drive))
∀x (HaveCar(x) → MeansToDestination(x, drive))
∀x (Student(x) → ¬ MeansToDestination(x, drive))
HaveCar(james) ∨ WorkAt(james, meta)",Student(james),False,"Everyone working at Meta has a high income. 
A person with a high income will not take a bus to their destination.
People will either take a bus or drive to their destination. 
Everyone who has a car will choose to drive to their destination. 
No students drive to their destination. 
James has a car or works at Meta.",James is a student.,6
"∀x (WorkAt(x, meta) → HighIncome(x))
∀x (HighIncome(x) → ¬MeansToDestination(x, bus))
∀x (MeansToDestination(x, bus) ⊕ MeansToDestination(x, drive))
∀x (HaveCar(x) → MeansToDestination(x, drive))
∀x (Student(x) → ¬ MeansToDestination(x, drive))
HaveCar(james) ∨ WorkAt(james, meta)","MeansToDestination(x, drive) ∨ Student(james)",True,"Everyone working at Meta has a high income. 
A person with a high income will not take a bus to their destination.
People will either take a bus or drive to their destination. 
Everyone who has a car will choose to drive to their destination. 
No students drive to their destination. 
James has a car or works at Meta.",James drives to his destination or he is a student.,6
"∀x (WorkAt(x, meta) → HighIncome(x))
∀x (HighIncome(x) → ¬MeansToDestination(x, bus))
∀x (MeansToDestination(x, bus) ⊕ MeansToDestination(x, drive))
∀x (HaveCar(x) → MeansToDestination(x, drive))
∀x (Student(x) → ¬ MeansToDestination(x, drive))
HaveCar(james) ∨ WorkAt(james, meta)","MeansToDestination(x, drive) ⊕ Student(james)",True,"Everyone working at Meta has a high income. 
A person with a high income will not take a bus to their destination.
People will either take a bus or drive to their destination. 
Everyone who has a car will choose to drive to their destination. 
No students drive to their destination. 
James has a car or works at Meta.",James either drives to their destination or is a student.,6
"∀x (WorkAt(x, meta) → HighIncome(x))
∀x (HighIncome(x) → ¬MeansToDestination(x, bus))
∀x (MeansToDestination(x, bus) ⊕ MeansToDestination(x, drive))
∀x (HaveCar(x) → MeansToDestination(x, drive))
∀x (Student(x) → ¬ MeansToDestination(x, drive))
HaveCar(james) ∨ WorkAt(james, meta)","(MeansToDestination(x, drive) ⊕ Student(james)) → (HighIncome(james) ∧ Student(james))",False,"Everyone working at Meta has a high income. 
A person with a high income will not take a bus to their destination.
People will either take a bus or drive to their destination. 
Everyone who has a car will choose to drive to their destination. 
No students drive to their destination. 
James has a car or works at Meta.","If James either drives to his destination or is a student, then he has a high income and is a student.",6
