question,answer,ground_truth,query
 Snakes are dull. Every snake is an animal. Animals are temperate. Each animal is a cat. Cats are not angry. Cats are carnivores. Carnivores are nervous. Carnivores are mammals. Mammals are opaque. Mammals are vertebrates. Dogs are not opaque. Vertebrates are wooden. Vertebrates are cows. Each cow is spicy. Cows are sheep. Every sheep is blue. Sheep are felines. Rex is a mammal. Is the following statement true or false? Rex is not opaque., Rex is a mammal. Mammals are opaque. Rex is opaque. ,False,Rex is not opaque
 Every dog is sweet. Each dog is an animal. Animals are opaque. Every animal is a snake. Every snake is orange. Every snake is a cow. Every cow is not feisty. Every cow is a mammal. Each mammal is not fruity. Every mammal is a vertebrate. Vertebrates are bright. Each cat is fruity. Each vertebrate is a feline. Felines are luminous. Felines are carnivores. Carnivores are large. Every carnivore is a sheep. Stella is a mammal. Is the following statement true or false? Stella is not fruity., Stella is a mammal. Each mammal is not fruity. Stella is not fruity. ,True,Stella is not fruity
 Animals are not opaque. Every feline is not red. Animals are cows. Cows are red. Each cow is a carnivore. Carnivores are aggressive. Carnivores are mammals. Sam is a cow. Is the following statement true or false? Sam is not red., Sam is a cow. Cows are red. Sam is red. ,False,Sam is not red
 Every ant is feisty. Ants are moths. Moths are not metallic. Each moth is an insect. Each insect is red. Every insect is an invertebrate. Every invertebrate is not small. Invertebrates are lepidopterans. Every lepidopteran is not temperate. Each lepidopteran is a butterfly. Each butterfly is amenable. Butterflies are animals. Arthropods are small. Every animal is opaque. Animals are spiders. Spiders are dull. Spiders are crustaceans. Stella is an invertebrate. Is the following statement true or false? Stella is small., Stella is an invertebrate. Every invertebrate is not small. Stella is not small. ,False,Stella is small
 Every animal is liquid. Every crustacean is not liquid. Every crustacean is an insect. Insects are not transparent. Every insect is an arthropod. Every arthropod is fruity. Arthropods are ants. Each ant is not small. Each ant is a moth. Moths are not sweet. Moths are invertebrates. Rex is a crustacean. Is the following statement true or false? Rex is not liquid., Rex is a crustacean. Every crustacean is not liquid. Rex is not liquid. ,True,Rex is not liquid
 Composite numbers are nervous. Each composite number is a prime number. Each prime number is transparent. Every prime number is a Mersenne prime. Every real number is not nervous. Sam is a composite number. Is the following statement true or false? Sam is not nervous., Sam is a composite number. Composite numbers are nervous. Sam is nervous. ,False,Sam is not nervous
 Each negative number is brown. Each negative number is a number. Fractions are not dull. Numbers are not large. Numbers are natural numbers. Every natural number is kind. Each natural number is a real number. Each real number is not happy. Real numbers are composite numbers. Composite numbers are dull. Each composite number is an even number. Every even number is floral. Every even number is an integer. Rex is a composite number. Is the following statement true or false? Rex is not dull., Rex is a composite number. Composite numbers are dull. Rex is dull. ,False,Rex is not dull
 Negative numbers are cold. Each negative number is a real number. Real numbers are angry. Real numbers are natural numbers. Every natural number is not wooden. Natural numbers are prime numbers. Every prime number is bitter. Prime numbers are even numbers. Every even number is red. Every even number is a number. Fractions are not bitter. Each number is not fruity. Each number is a Mersenne prime. Each Mersenne prime is nervous. Mersenne primes are composite numbers. Composite numbers are dull. Composite numbers are integers. Sally is a prime number. Is the following statement true or false? Sally is bitter., Sally is a prime number. Every prime number is bitter. Sally is bitter. ,True,Sally is bitter
 Every lepidopteran is nervous. Each lepidopteran is an insect. Insects are not large. Each arthropod is large. Insects are animals. Animals are not orange. Each animal is an ant. Alex is an insect. Is the following statement true or false? Alex is large., Alex is an insect. Insects are not large. Alex is not large. ,False,Alex is large
 Lepidopterans are happy. Each insect is not happy. Insects are arthropods. Each arthropod is dull. Arthropods are animals. Fae is an insect. Is the following statement true or false? Fae is happy., Fae is an insect. Each insect is not happy. Fae is not happy. ,False,Fae is happy
 Every vertebrate is not transparent. Each vertebrate is a sheep. Each feline is transparent. Sheep are not wooden. Every sheep is a dog. Max is a vertebrate. Is the following statement true or false? Max is not transparent., Max is a vertebrate. Every vertebrate is not transparent. Max is not transparent. ,True,Max is not transparent
 Moths are bright. Every moth is an ant. Each ant is wooden. Each animal is not bright. Every ant is an insect. Every insect is not transparent. Each insect is an arthropod. Arthropods are sweet. Arthropods are spiders. Sam is a moth. Is the following statement true or false? Sam is bright., Sam is a moth. Moths are bright. Sam is bright. ,True,Sam is bright
 Butterflies are large. Every butterfly is an arthropod. Arthropods are fruity. Each arthropod is a lepidopteran. Lepidopterans are spicy. Moths are not large. Lepidopterans are insects. Insects are angry. Insects are crustaceans. Every crustacean is bright. Every crustacean is a spider. Each spider is transparent. Spiders are invertebrates. Invertebrates are metallic. Every invertebrate is an animal. Animals are not happy. Each animal is an ant. Sally is a butterfly. Is the following statement true or false? Sally is not large., Sally is a butterfly. Butterflies are large. Sally is large. ,False,Sally is not large
 Each carnivore is not liquid. Sheep are liquid. Sheep are felines. Felines are not bitter. Every feline is an animal. Max is a sheep. Is the following statement true or false? Max is liquid., Max is a sheep. Sheep are liquid. Max is liquid. ,True,Max is liquid
 Each real number is feisty. Every real number is a composite number. Composite numbers are not opaque. Composite numbers are natural numbers. Every natural number is brown. Natural numbers are numbers. Each number is hot. Each number is a Mersenne prime. Every negative number is opaque. Mersenne primes are not small. Each Mersenne prime is an even number. Each even number is spicy. Each even number is a fraction. Each fraction is not bright. Every fraction is a prime number. Every prime number is not fruity. Each prime number is an integer. Sam is a composite number. Is the following statement true or false? Sam is opaque., Sam is a composite number. Composite numbers are not opaque. Sam is not opaque. ,False,Sam is opaque
 Cows are not bright. Every cow is a mammal. Mammals are hot. Every mammal is a dog. Every dog is transparent. Every cat is bright. Dogs are sheep. Fae is a cow. Is the following statement true or false? Fae is bright., Fae is a cow. Cows are not bright. Fae is not bright. ,False,Fae is bright
 Every invertebrate is not wooden. Each butterfly is bright. Invertebrates are spiders. Each spider is not bright. Spiders are animals. Each animal is not small. Animals are lepidopterans. Lepidopterans are not temperate. Every lepidopteran is an ant. Sam is a spider. Is the following statement true or false? Sam is bright., Sam is a spider. Each spider is not bright. Sam is not bright. ,False,Sam is bright
 Vertebrates are not cold. Every animal is cold. Vertebrates are snakes. Snakes are not shy. Snakes are mammals. Mammals are mean. Mammals are felines. Rex is a vertebrate. Is the following statement true or false? Rex is cold., Rex is a vertebrate. Vertebrates are not cold. Rex is not cold. ,False,Rex is cold
