question,answer,ground_truth,query
 Mammals are spicy. Mammals are sheep. Sheep are hot. Sheep are dogs. Each dog is not aggressive. Every vertebrate is not dull. Each dog is a carnivore. Carnivores are not luminous. Every carnivore is a cat. Each cat is dull. Cats are snakes. Snakes are not blue. Snakes are animals. Animals are opaque. Each animal is a cow. Cows are not small. Each cow is a feline. Fae is a mammal. Is the following statement true or false? Fae is not dull., Fae is a mammal. Mammals are sheep. Fae is a sheep. Sheep are dogs. Fae is a dog. Each dog is a carnivore. Fae is a carnivore. Every carnivore is a cat. Fae is a cat. Each cat is dull. Fae is dull. ,False,Fae is not dull
 Composite numbers are dull. Every composite number is a fraction. Fractions are small. Fractions are Mersenne primes. Each Mersenne prime is opaque. Each Mersenne prime is a number. Numbers are kind. Each number is an even number. Every real number is feisty. Even numbers are not feisty. Every even number is a negative number. Each negative number is spicy. Each negative number is a prime number. Prime numbers are fruity. Each prime number is a natural number. Natural numbers are temperate. Each natural number is an integer. Fae is a composite number. Is the following statement true or false? Fae is not feisty., Fae is a composite number. Every composite number is a fraction. Fae is a fraction. Fractions are Mersenne primes. Fae is a Mersenne prime. Each Mersenne prime is a number. Fae is a number. Each number is an even number. Fae is an even number. Even numbers are not feisty. Fae is not feisty. ,True,Fae is not feisty
 Each mammal is blue. Every cat is transparent. Every cat is a sheep. Every sheep is dull. Each sheep is a vertebrate. Vertebrates are not feisty. Vertebrates are animals. Animals are not hot. Animals are cows. Every cow is angry. Each cow is a feline. Each feline is luminous. Every feline is a snake. Each snake is not blue. Every snake is a dog. Each dog is large. Each dog is a carnivore. Fae is a vertebrate. Is the following statement true or false? Fae is not blue., Fae is a vertebrate. Vertebrates are animals. Fae is an animal. Animals are cows. Fae is a cow. Each cow is a feline. Fae is a feline. Every feline is a snake. Fae is a snake. Each snake is not blue. Fae is not blue. ,True,Fae is not blue
 Each integer is transparent. Every number is not nervous. Integers are fractions. Fractions are not large. Fractions are negative numbers. Each negative number is dull. Every negative number is a natural number. Natural numbers are bitter. Every natural number is a prime number. Each prime number is nervous. Prime numbers are real numbers. Each real number is not wooden. Every real number is a composite number. Alex is an integer. Is the following statement true or false? Alex is nervous., Alex is an integer. Integers are fractions. Alex is a fraction. Fractions are negative numbers. Alex is a negative number. Every negative number is a natural number. Alex is a natural number. Every natural number is a prime number. Alex is a prime number. Each prime number is nervous. Alex is nervous. ,True,Alex is nervous
 Invertebrates are nervous. Every invertebrate is a moth. Butterflies are not dull. Moths are not wooden. Moths are crustaceans. Each crustacean is small. Crustaceans are ants. Ants are not opaque. Each ant is an arthropod. Arthropods are dull. Arthropods are spiders. Every spider is not bitter. Spiders are lepidopterans. Every lepidopteran is brown. Every lepidopteran is an insect. Every insect is cold. Insects are animals. Fae is an invertebrate. Is the following statement true or false? Fae is dull., Fae is an invertebrate. Every invertebrate is a moth. Fae is a moth. Moths are crustaceans. Fae is a crustacean. Crustaceans are ants. Fae is an ant. Each ant is an arthropod. Fae is an arthropod. Arthropods are dull. Fae is dull. ,True,Fae is dull
 Every Mersenne prime is large. Mersenne primes are real numbers. Real numbers are hot. Each real number is a negative number. Negative numbers are metallic. Negative numbers are numbers. Each natural number is not angry. Numbers are transparent. Each number is an integer. Each integer is angry. Integers are composite numbers. Composite numbers are spicy. Composite numbers are even numbers. Even numbers are bright. Each even number is a fraction. Each fraction is not feisty. Fractions are prime numbers. Fae is a Mersenne prime. Is the following statement true or false? Fae is not angry., Fae is a Mersenne prime. Mersenne primes are real numbers. Fae is a real number. Each real number is a negative number. Fae is a negative number. Negative numbers are numbers. Fae is a number. Each number is an integer. Fae is an integer. Each integer is angry. Fae is angry. ,False,Fae is not angry
 Each Mersenne prime is small. Every integer is not kind. Mersenne primes are numbers. Numbers are orange. Every number is a fraction. Every fraction is dull. Fractions are even numbers. Every even number is shy. Every even number is a prime number. Every prime number is kind. Prime numbers are composite numbers. Composite numbers are transparent. Composite numbers are negative numbers. Every negative number is not metallic. Each negative number is a natural number. Natural numbers are not cold. Each natural number is a real number. Polly is a Mersenne prime. Is the following statement true or false? Polly is kind., Polly is a Mersenne prime. Mersenne primes are numbers. Polly is a number. Every number is a fraction. Polly is a fraction. Fractions are even numbers. Polly is an even number. Every even number is a prime number. Polly is a prime number. Every prime number is kind. Polly is kind. ,True,Polly is kind
 Insects are hot. Insects are crustaceans. Crustaceans are not dull. Crustaceans are invertebrates. Every invertebrate is kind. Invertebrates are lepidopterans. Each lepidopteran is large. Lepidopterans are arthropods. Arthropods are not happy. Every arthropod is an ant. Each ant is not sweet. Each ant is an animal. Animals are opaque. Every animal is a moth. Moths are not floral. Moths are butterflies. Every spider is sweet. Fae is a crustacean. Is the following statement true or false? Fae is not sweet., Fae is a crustacean. Crustaceans are invertebrates. Fae is an invertebrate. Invertebrates are lepidopterans. Fae is a lepidopteran. Lepidopterans are arthropods. Fae is an arthropod. Every arthropod is an ant. Fae is an ant. Each ant is not sweet. Fae is not sweet. ,True,Fae is not sweet
 Sheep are feisty. Dogs are not mean. Every sheep is a snake. Snakes are not opaque. Every snake is a feline. Each feline is not red. Every feline is a cat. Each cat is not bright. Cats are cows. Cows are not earthy. Each cow is an animal. Animals are mean. Each animal is a vertebrate. Every vertebrate is luminous. Each vertebrate is a mammal. Every mammal is temperate. Mammals are carnivores. Fae is a snake. Is the following statement true or false? Fae is mean., Fae is a snake. Every snake is a feline. Fae is a feline. Every feline is a cat. Fae is a cat. Cats are cows. Fae is a cow. Each cow is an animal. Fae is an animal. Animals are mean. Fae is mean. ,True,Fae is mean
 Mersenne primes are sweet. Each Mersenne prime is a negative number. Each natural number is not liquid. Every negative number is fruity. Negative numbers are composite numbers. Each composite number is not happy. Composite numbers are real numbers. Real numbers are not temperate. Every real number is a prime number. Prime numbers are dull. Each prime number is a number. Numbers are liquid. Numbers are even numbers. Even numbers are not aggressive. Even numbers are fractions. Fractions are not transparent. Fractions are integers. Alex is a negative number. Is the following statement true or false? Alex is not liquid., Alex is a negative number. Negative numbers are composite numbers. Alex is a composite number. Composite numbers are real numbers. Alex is a real number. Every real number is a prime number. Alex is a prime number. Each prime number is a number. Alex is a number. Numbers are liquid. Alex is liquid. ,False,Alex is not liquid
 Sheep are luminous. Sheep are snakes. Snakes are orange. Each snake is a carnivore. Every carnivore is nervous. Carnivores are cows. Every cow is small. Cows are animals. Animals are transparent. Animals are dogs. Dogs are angry. Dogs are vertebrates. Felines are not transparent. Every vertebrate is dull. Each vertebrate is a mammal. Mammals are not hot. Every mammal is a cat. Wren is a sheep. Is the following statement true or false? Wren is transparent., Wren is a sheep. Sheep are snakes. Wren is a snake. Each snake is a carnivore. Wren is a carnivore. Carnivores are cows. Wren is a cow. Cows are animals. Wren is an animal. Animals are transparent. Wren is transparent. ,True,Wren is transparent
 Moths are not hot. Every moth is a butterfly. Each butterfly is floral. Butterflies are animals. Each animal is bitter. Animals are lepidopterans. Every lepidopteran is small. Each lepidopteran is an ant. Ants are wooden. Ants are arthropods. Arthropods are not dull. Every arthropod is a crustacean. Crustaceans are not feisty. Every insect is dull. Each crustacean is a spider. Sally is a butterfly. Is the following statement true or false? Sally is dull., Sally is a butterfly. Butterflies are animals. Sally is an animal. Animals are lepidopterans. Sally is a lepidopteran. Each lepidopteran is an ant. Sally is an ant. Ants are arthropods. Sally is an arthropod. Arthropods are not dull. Sally is not dull. ,False,Sally is dull
