Unnamed: 0,question,answer,ground_truth,query
47, Each mammal is not blue. Each mammal is a dog. Dogs are dull. Every dog is an animal. Every cat is small. Every animal is not small. Each animal is a carnivore. Every carnivore is not earthy. Each carnivore is a feline. Every feline is opaque. Felines are snakes. Snakes are not shy. Snakes are sheep. Stella is a mammal. Is the following statement true or false? Stella is not small., Stella is a mammal. Each mammal is a dog. Stella is a dog. Every dog is an animal. Stella is an animal. Every animal is not small. Stella is not small. ,True,Stella is not small
48, Vertebrates are nervous. Vertebrates are cows. Every cow is metallic. Cows are animals. Each animal is not angry. Animals are carnivores. Carnivores are temperate. Carnivores are mammals. Mammals are spicy. Every mammal is a cat. Cats are small. Cats are felines. Each feline is orange. Felines are dogs. Every dog is transparent. Every dog is a snake. Each sheep is not orange. Sally is a mammal. Is the following statement true or false? Sally is orange., Sally is a mammal. Every mammal is a cat. Sally is a cat. Cats are felines. Sally is a feline. Each feline is orange. Sally is orange. ,True,Sally is orange
49, Every mammal is not dull. Each mammal is a vertebrate. Vertebrates are cold. Every vertebrate is a carnivore. Carnivores are not floral. Carnivores are animals. Animals are not wooden. Every animal is a sheep. Sheep are transparent. Sheep are snakes. Every snake is large. Snakes are cats. Cats are bitter. Every cat is a dog. Every dog is mean. Every dog is a cow. Each feline is floral. Stella is a mammal. Is the following statement true or false? Stella is floral., Stella is a mammal. Each mammal is a vertebrate. Stella is a vertebrate. Every vertebrate is a carnivore. Stella is a carnivore. Carnivores are not floral. Stella is not floral. ,False,Stella is floral
50, Carnivores are dull. Each carnivore is a cow. Cows are brown. Every cow is a dog. Every dog is not hot. Felines are not fruity. Every dog is a cat. Every cat is not wooden. Cats are animals. Every animal is fruity. Animals are vertebrates. Every vertebrate is not sweet. Each vertebrate is a snake. Snakes are transparent. Each snake is a mammal. Mammals are feisty. Every mammal is a sheep. Rex is a dog. Is the following statement true or false? Rex is fruity., Rex is a dog. Every dog is a cat. Rex is a cat. Cats are animals. Rex is an animal. Every animal is fruity. Rex is fruity. ,True,Rex is fruity
51, Each mammal is not shy. Mammals are vertebrates. Vertebrates are not red. Every vertebrate is a snake. Every snake is amenable. Each snake is a carnivore. Carnivores are not large. Carnivores are animals. Every animal is not bright. Animals are dogs. Each dog is not spicy. Every dog is a cow. Every cat is large. Each cow is metallic. Cows are felines. Every feline is hot. Each feline is a sheep. Stella is a vertebrate. Is the following statement true or false? Stella is not large., Stella is a vertebrate. Every vertebrate is a snake. Stella is a snake. Each snake is a carnivore. Stella is a carnivore. Carnivores are not large. Stella is not large. ,True,Stella is not large
52, Each natural number is small. Every natural number is a real number. Real numbers are not bitter. Real numbers are prime numbers. Every prime number is not cold. Every prime number is a Mersenne prime. Every composite number is not transparent. Each Mersenne prime is not angry. Each Mersenne prime is an integer. Integers are floral. Integers are fractions. Each fraction is bright. Every fraction is a number. Every number is transparent. Every number is a negative number. Negative numbers are metallic. Each negative number is an even number. Alex is an integer. Is the following statement true or false? Alex is transparent., Alex is an integer. Integers are fractions. Alex is a fraction. Every fraction is a number. Alex is a number. Every number is transparent. Alex is transparent. ,True,Alex is transparent
53, Each ant is not fruity. Each ant is an arthropod. Each arthropod is red. Arthropods are lepidopterans. Lepidopterans are aggressive. Each lepidopteran is a spider. Spiders are dull. Spiders are crustaceans. Each crustacean is not temperate. Every insect is not transparent. Crustaceans are butterflies. Each butterfly is transparent. Butterflies are animals. Animals are not small. Animals are moths. Moths are not liquid. Moths are invertebrates. Sam is a spider. Is the following statement true or false? Sam is not transparent., Sam is a spider. Spiders are crustaceans. Sam is a crustacean. Crustaceans are butterflies. Sam is a butterfly. Each butterfly is transparent. Sam is transparent. ,False,Sam is not transparent
54, Numbers are not feisty. Numbers are negative numbers. Every negative number is brown. Every negative number is an even number. Each even number is liquid. Even numbers are prime numbers. Every prime number is bright. Prime numbers are natural numbers. Natural numbers are opaque. Each natural number is an integer. Each integer is aggressive. Each integer is a Mersenne prime. Composite numbers are not opaque. Mersenne primes are floral. Mersenne primes are fractions. Fractions are small. Fractions are real numbers. Rex is an even number. Is the following statement true or false? Rex is not opaque., Rex is an even number. Even numbers are prime numbers. Rex is a prime number. Prime numbers are natural numbers. Rex is a natural number. Natural numbers are opaque. Rex is opaque. ,False,Rex is not opaque
55, Composite numbers are happy. Composite numbers are prime numbers. Prime numbers are large. Every prime number is an even number. Each even number is not opaque. Every even number is a Mersenne prime. Mersenne primes are not spicy. Each Mersenne prime is a negative number. Each negative number is bright. Each natural number is mean. Each negative number is a number. Each number is blue. Numbers are real numbers. Each real number is not mean. Real numbers are fractions. Each fraction is not fruity. Each fraction is an integer. Rex is a negative number. Is the following statement true or false? Rex is not mean., Rex is a negative number. Each negative number is a number. Rex is a number. Numbers are real numbers. Rex is a real number. Each real number is not mean. Rex is not mean. ,True,Rex is not mean
56, Vertebrates are metallic. Each vertebrate is a cow. Each cow is not transparent. Cows are sheep. Carnivores are not aggressive. Sheep are shy. Every sheep is a snake. Every snake is fruity. Snakes are cats. Each cat is small. Cats are felines. Each feline is aggressive. Felines are animals. Each animal is sweet. Animals are dogs. Dogs are hot. Dogs are mammals. Sally is a snake. Is the following statement true or false? Sally is not aggressive., Sally is a snake. Snakes are cats. Sally is a cat. Cats are felines. Sally is a feline. Each feline is aggressive. Sally is aggressive. ,False,Sally is not aggressive
57, Carnivores are luminous. Carnivores are felines. Every animal is not sour. Each feline is transparent. Each feline is a mammal. Each mammal is sour. Mammals are sheep. Sheep are temperate. Every sheep is a vertebrate. Vertebrates are not blue. Each vertebrate is a cow. Each cow is not floral. Every cow is a cat. Cats are mean. Cats are dogs. Each dog is dull. Dogs are snakes. Sally is a carnivore. Is the following statement true or false? Sally is sour., Sally is a carnivore. Carnivores are felines. Sally is a feline. Each feline is a mammal. Sally is a mammal. Each mammal is sour. Sally is sour. ,True,Sally is sour
58, Natural numbers are cold. Natural numbers are real numbers. Every Mersenne prime is happy. Each real number is amenable. Real numbers are composite numbers. Each composite number is not fruity. Every composite number is a negative number. Each negative number is small. Each negative number is an integer. Integers are not happy. Integers are prime numbers. Each prime number is orange. Prime numbers are fractions. Fractions are opaque. Each fraction is an even number. Every even number is dull. Even numbers are numbers. Rex is a composite number. Is the following statement true or false? Rex is happy., Rex is a composite number. Every composite number is a negative number. Rex is a negative number. Each negative number is an integer. Rex is an integer. Integers are not happy. Rex is not happy. ,False,Rex is happy
59, Integers are transparent. Integers are natural numbers. Natural numbers are not fruity. Each natural number is a fraction. Each fraction is bright. Fractions are composite numbers. Each composite number is not spicy. Each composite number is a number. Every number is cold. Every number is a negative number. Each negative number is luminous. Negative numbers are even numbers. Real numbers are spicy. Even numbers are small. Even numbers are prime numbers. Prime numbers are angry. Each prime number is a Mersenne prime. Alex is a natural number. Is the following statement true or false? Alex is not spicy., Alex is a natural number. Each natural number is a fraction. Alex is a fraction. Fractions are composite numbers. Alex is a composite number. Each composite number is not spicy. Alex is not spicy. ,True,Alex is not spicy
